date,open,high,low,close,volume
2015-03-24,28.170602798461918,28.470784779166674,28.14169510373466,28.290676608620394,131369200
2015-03-25,27.43459701538086,28.19951096263978,27.43459701538086,28.13725084069286,206620800
2015-03-26,27.62582778930664,27.768137135955826,27.26115987646045,27.296738061353363,190291600
2015-03-27,27.405685424804688,27.728104574747505,27.330084348278795,27.699198580157148,158184800
2015-03-30,28.099449157714844,28.106119642444803,27.57245881005477,27.58357741557871,188398800
2015-03-31,27.66807174682617,28.12612977229969,27.65250671770215,28.037186021679155,168362400
2015-04-01,27.6280460357666,27.82149855837273,27.372333399161494,27.75479032396762,162485600
2015-04-02,27.865970611572266,27.91933618318835,27.614706086104803,27.801486434991567,128880400
2015-04-06,28.317358016967773,28.352936195517167,27.645836013226795,27.676966071227053,148776000
2015-04-07,28.01940155029297,28.488576533226613,28.01273106518156,28.38184537852191,140049200
2015-04-08,27.928226470947266,28.10611394450121,27.78814123063449,27.98381609437529,149316800
2015-04-09,28.141695022583008,28.146143143202508,27.7192151726219,27.98382066980979,129936000
2015-04-10,28.26177024841309,28.286229823663,27.852631346889225,28.006057586730154,160752000
2015-04-13,28.20618057250977,28.588639230734085,28.152814997705438,28.54416480821857,145460400
2015-04-14,28.08387565612793,28.30401006811636,27.997155987876106,28.23952590774389,102098400
2015-04-15,28.190614700317383,28.268439848011404,28.01939937539053,28.108343128381268,115881600
2015-04-16,28.05498313903809,28.26177669740899,28.041642166388808,28.079442719869373,113476000
2015-04-17,27.739219665527344,28.048297809049643,27.67473550441298,27.917107123529767,207828000
2015-04-20,28.37295150756836,28.48857721065811,27.83262014670152,27.92156390871118,188217200
2015-04-21,28.219528198242188,28.506369273516984,28.166160917597324,28.484135451273627,129740400
2015-04-22,28.59975242614746,28.65534205744874,28.088328836052234,28.237308640789045,150618000
2015-04-23,28.83323097229004,28.99999987438444,28.493022683451223,28.528600863532645,183083600
2015-04-24,28.9688663482666,29.04669318376572,28.73538923469084,29.01556312815039,178103600
2015-04-27,29.4958610534668,29.602595603096105,29.162323219950373,29.42025995883776,387816800
2015-04-28,29.031139373779297,29.916125685313027,28.811006522904183,29.89833998241094,475696000
2015-04-29,28.60420036315918,29.26015732972162,28.5285992793757,28.942186269320725,253544400
2015-04-30,27.82817268371582,28.604203542961915,27.701428378930867,28.604203542961915,332781600
2015-05-01,28.673131942749023,28.93551677409575,27.861524660384124,28.03941046761081,234050400
2015-05-04,28.617544174194336,29.033356962148268,28.519705871146357,28.79543168947048,203953200
2015-05-05,27.972705841064453,28.561954632389803,27.968257720114217,28.49524638982489,197085600
2015-05-06,27.797039031982425,28.183942381380493,27.430147135062807,28.141693719755917,288564000
2015-05-07,27.96897315979004,28.15206871355373,27.69209562693978,27.85956113478025,175763600
2015-05-08,28.49593162536621,28.49593162536621,28.158767256911965,28.286040975612977,222201600
2015-05-11,28.20566177368164,28.48253764789053,28.051592936345216,28.444579202141632,168143200
2015-05-12,28.10517883300781,28.330697825742963,27.870726438466505,28.04489029564702,192640000
2015-05-13,28.136438369750977,28.399917500772432,28.105178278235485,28.167698461266472,138776800
2015-05-14,28.79290008544922,28.79290008544922,28.393217269931714,28.4490391015852,180814000
2015-05-15,28.75270652770996,28.913473656013124,28.627666185050565,28.81969339901858,152832000
2015-05-18,29.069780349731445,29.18812237147555,28.66116409448321,28.66563079542484,203531600
2015-05-19,29.04298591613769,29.223848116196663,28.94697058835792,29.18142297650986,178532800
2015-05-20,29.040754318237305,29.246178286398862,28.879987141920463,29.02735762139337,145819600
2015-05-21,29.33773231506348,29.391322519381163,28.98940450473713,29.042994709054817,158921600
2015-05-22,29.59450912475586,29.69052447399377,29.339961636841533,29.38462184044717,182384000
2015-05-26,28.94250869750977,29.67712607533172,28.830865009082903,29.607907533642265,282790400
2015-05-27,29.482858657836918,29.531982144843504,29.038519035042373,29.10327086404503,183332800
2015-05-28,29.4248104095459,29.46276885496646,29.272976627863645,29.44267380864293,122933200
2015-05-29,29.08987236022949,29.35111812101568,29.00502208665829,29.30199463706332,203538000
2015-06-01,29.14792823791504,29.337723842184424,29.038519620453748,29.089874755325265,128451200
2015-06-02,29.01842498779297,29.174725448587598,28.875521222624386,28.996094890353238,134670400
2015-06-03,29.05414390563965,29.237241136623044,29.005020424502348,29.17472096191993,123934000
2015-06-04,28.884450912475582,29.15686174431149,28.78397228924632,28.93357440064891,153800400
2015-06-05,28.72591781616211,28.95813858108162,28.661165980173735,28.915713437081244,142507200
2015-06-08,28.53612899780273,28.85096503401967,28.319539957888548,28.78174308146443,210699200
2015-06-09,28.45127296447754,28.59864342922461,28.04935676739389,28.290505804225184,224301600
2015-06-10,28.77727508544922,28.879985359644007,28.54728768135469,28.5629177278905,156349200
2015-06-11,28.712520599365234,29.0675466815236,28.687958853657094,28.844259323120397,141563600
2015-06-12,28.39545249938965,28.654466648645087,28.382055803237584,28.623206555258715,147544800
2015-06-15,28.339630126953125,28.411082010997315,28.06945263717518,28.156534567618184,175955600
2015-06-16,28.49146270751953,28.547284539510574,28.216820248109983,28.36418899872184,125976400
2015-06-17,28.42447662353516,28.55398197492287,28.29943456545634,28.51825688943397,131672400
2015-06-18,28.55398750305176,28.65000113774058,28.40661872861507,28.40885207924897,141628800
2015-06-19,28.268178939819336,28.540589786812227,28.223522150021005,28.516028041358947,218867600
2015-06-22,28.493696212768555,28.594174829480085,28.37535420087142,28.46690111999015,136157200
2015-06-23,28.36419677734375,28.493703871930418,28.330703328254423,28.46467712461172,121075600
2015-06-24,28.60533905029297,28.98269517082945,28.384285077790647,28.40438011913309,221123600
2015-06-25,28.469135284423828,28.84872307346394,28.469135284423828,28.77280619707479,127752400
2015-06-26,28.301671981811523,28.578547822431265,28.248083494105483,28.507095937640774,176267200
2015-06-29,27.805971145629883,28.23914911428784,27.79480780117253,28.01362843226469,196645600
2015-06-30,28.00693702697754,28.161005869183608,27.87966328449569,28.03819712488202,177482800
2015-07-01,28.268178939819336,28.3440975267333,28.13197351632289,28.33516582806417,120955200
2015-07-02,28.23245429992676,28.288276139840534,28.082850474261843,28.230220949336942,108844000
2015-07-06,28.134206771850582,28.1855636131378,27.87742597250915,27.89752272033365,112241600
2015-07-07,28.064990997314453,28.167702986444347,27.6362779382124,28.10964779135441,187787200
2015-07-08,27.368328094482425,27.83053280154354,27.361629747119487,27.794807714425502,243046400
2015-07-09,26.81010627746582,27.70102213526884,26.62031241151437,27.654132006284147,314380000
2015-07-10,27.5268611907959,27.65413489807677,27.06465649556041,27.22765699259238,245418000
2015-07-13,28.058284759521484,28.08061315026347,27.759078872228383,27.917612661107626,165762000
2015-07-14,28.047128677368164,28.216827567634503,27.919854935555303,28.143142321440852,127072400
2015-07-15,28.317296981811523,28.3909822039926,28.040421190535152,28.071681278088278,134596800
2015-07-16,28.694652557373047,28.70805265866787,28.43564014939327,28.5227220687918,144889600
2015-07-17,28.94250869750977,28.94250869750977,28.65000277896658,28.821935013130545,184658800
2015-07-20,29.48956680297852,29.690524088212054,29.183660766311508,29.24394931471962,235600800
2015-07-21,29.194822311401367,29.67935547360729,29.09881038203511,29.66372713010115,307025600
2015-07-22,27.96004295349121,28.022563140520017,27.238824045015008,27.238824045015008,461802400
2015-07-23,27.94664764404297,28.377590626525247,27.924317544526915,28.178865006373737,203998000
2015-07-24,27.79927635192871,28.076152201653453,27.66530427648431,27.98237191919711,168649200
2015-07-27,27.412992477416992,27.600554773302164,27.26785703486667,27.48444437500477,177822000
2015-07-28,27.549192428588867,27.667536154204573,27.36386522413786,27.549192428588867,134472400
2015-07-29,27.462114334106445,27.575991374671265,27.301347148261407,27.49784113253757,148046800
2015-07-30,27.323678970336918,27.368335767641508,27.17630847284604,27.31251391923696,134513200
2015-07-31,27.08475685119629,27.38396108928501,26.99767491900346,27.375029390656604,171540000
2015-08-03,26.446155548095703,27.368331734567278,26.240729881542865,27.12941432674524,279904000
2015-08-04,25.59766387939453,26.28092268429403,25.28729457236192,26.21840249345976,496554400
2015-08-05,25.76736068725586,26.222867088448904,25.03051174636031,25.22030565430392,397250400
2015-08-06,25.82343864440918,26.130727645651493,25.596898804222626,26.011849931022013,211612000
2015-08-07,25.910907745361328,26.07464606067443,25.68212450707288,25.700068760225196,154681600
2015-08-10,26.852970123291016,26.91352986030844,26.137458601583027,26.137458601583027,219806400
2015-08-11,25.455589294433597,26.507547865105497,25.4197024905373,26.42455695725377,388331200
2015-08-12,25.84810256958008,25.88847628041821,24.5897905782592,25.24025515898116,404870000
2015-08-13,25.827919006347656,26.108291549379526,25.691097068447444,26.027544120085693,194143200
2015-08-14,26.009599685668945,26.088103654920044,25.572219206085563,25.64175104867108,171718000
2015-08-17,26.27876091003418,26.38866647768475,25.90642531782848,26.027546472717383,163538800
2015-08-18,26.130720138549805,26.341560831476333,26.02081458450132,26.115019345114305,138242800
2015-08-19,25.7965145111084,26.13520327281408,25.722495757388085,26.040998519674407,193146000
2015-08-20,25.267179489135746,25.64848554719514,25.03839448529324,25.587925817506584,274006400
2015-08-21,23.721759796142575,25.09894954394617,23.6970868762912,24.769231170712416,513102000
2015-08-24,23.12961769104004,24.40363080241053,20.63542252617148,21.279158605812704,648825200
2015-08-25,23.268672943115234,24.921749741181856,23.214841904807013,24.921749741181856,414406400
2015-08-26,24.60325050354004,24.648109423295963,23.562507821628127,24.02007427916445,387098400
2015-08-27,25.327735900878903,25.39951120986132,24.67727120064296,25.172971406945223,338464400
2015-08-28,25.410724639892575,25.415209847647688,25.018203077879622,25.159510224151333,212657600
2015-08-31,25.291847229003903,25.688854003074383,25.12138024107289,25.128108908407583,224917200
2015-09-01,24.16138458251953,25.09446351743567,24.080637153090667,24.706428875535263,307383600
2015-09-02,25.19764518737793,25.19764518737793,24.47764856445594,24.724377818540734,247555200
2015-09-03,24.75578117370605,25.29633868870744,24.681762392214587,25.231292036299056,212935600
2015-09-04,24.509048461914062,24.7737202433098,24.33858316703833,24.441760070123664,199985200
2015-09-08,25.1909122467041,25.246986756530266,24.744559627640125,25.065305892296124,219374400
2015-09-09,24.70643424987793,25.574466738172337,24.621199882907597,25.516150468544662,340043200
2015-09-10,25.24923324584961,25.40848466751426,24.65035781974626,24.73334700904198,251571200
2015-09-11,25.61708641052246,25.61708641052246,25.06755673683587,25.07428540619598,199662000
2015-09-14,25.863807678222656,26.218199009025287,25.762874239912517,26.148667160912005,233453600
2015-09-15,26.081378936767575,26.13745345347417,25.66418439556988,26.00287495563004,173364800
2015-09-16,26.110536575317383,26.139694705489024,25.892967195070767,26.074648066252323,148694000
2015-09-17,25.552032470703125,26.128478368766235,25.507173546917443,25.942312294923223,256450400
2015-09-18,25.44661903381348,25.63727378986822,25.09222933256366,25.168489865978582,297141200
2015-09-21,25.84137344360352,25.87726194649189,25.49371255597693,25.495954303963952,200888000
2015-09-22,25.43540382385254,25.610356060771164,25.238020408860343,25.43091690373437,201384800
2015-09-23,25.64175796508789,25.7314775446858,25.41297466280893,25.48699173306296,143026800
2015-09-24,25.79427719116211,25.90642622242803,25.204373902756387,25.40175558173138,200878000
2015-09-25,25.729228973388672,26.17333986298172,25.57446277210865,26.11726535077977,224607600
2015-09-28,25.22007751464844,25.697831825132223,25.22007751464844,25.536336928276125,208436000
2015-09-29,24.461950302124023,25.460077876479502,24.192793265926312,25.307555099631813,293461600
2015-09-30,24.74007606506348,25.018205173145,24.38792818838707,24.710916222809423,265892000
2015-10-01,24.578582763671875,24.58755489176535,24.06942518973252,24.46419026955314,255716400
2015-10-02,24.758020401000977,24.899329280594365,24.12325816216384,24.226435069223086,232079200
2015-10-05,24.847740173339844,24.98007692583926,24.46419067509264,24.64587156603645,208258800
2015-10-06,24.96661376953125,25.063061993191063,24.62119458970909,24.81409103702872,192787200
2015-10-07,24.847740173339844,25.06979478574433,24.54045290952213,25.063066117377303,187062400
2015-10-08,24.56063461303711,24.71540080340681,24.27128994512158,24.71540080340681,247918400
2015-10-09,25.14829444885254,25.184181241956317,24.55838956502569,24.672782033606488,211064400
2015-10-12,25.031665802001957,25.289608940543022,24.995778998459635,25.2851237318222,121868800
2015-10-13,25.074281692504883,25.22231753027836,24.82531069550276,24.85671228870496,132197200
2015-10-14,24.719884872436523,25.013714734523628,24.57409081545337,24.962127147615472,177849600
2015-10-15,25.08997917175293,25.14381022280234,24.782690237465133,24.88138192377093,150694000
2015-10-16,24.90605735778809,25.121383294965348,24.79166486541758,25.072037446834603,156930400
2015-10-19,25.06081962585449,25.0653048334975,24.697456201477024,24.852222389662305,119036800
2015-10-20,25.518383026123047,25.608102569496467,24.85670460235273,24.97333881085761,195871200
2015-10-21,25.51614570617676,25.92436807367214,25.50268666001744,25.569976757039264,167180800
2015-10-22,25.906423568725582,25.906423568725582,25.592405971095445,25.643995273146963,166616400
2015-10-23,26.70941162109375,26.74305667011026,26.092591997071438,26.175581178552772,237467600
2015-10-26,25.857078552246094,26.496327643150536,25.77633111852571,26.48511376756944,265335200
2015-10-27,25.693340301513672,26.1396929069345,25.56773223968678,25.88399328684352,279537600
2015-10-28,26.752031326293945,26.75876170617066,26.032034692755182,26.227174638974653,342205600
2015-10-29,27.034645080566406,27.070533591812797,26.52773098239081,26.624179217292475,204909200
2015-10-30,26.80361557006836,27.189408469648065,26.792399983652903,27.1378191678985,197461200
2015-11-02,27.18044090270996,27.2208146248174,26.828292992040087,27.09520824993138,128813200
2015-11-03,27.492210388183597,27.698564171983563,27.07277244200168,27.092960155231147,182076000
2015-11-04,27.36436462402344,27.772587044226565,27.279131973214778,27.61782082784864,179544400
2015-11-05,27.23822021484375,27.636928177832186,27.071529633657114,27.44771040253675,158210800
2015-11-06,27.26974868774414,27.43869228536737,27.170636279108383,27.281012281685616,132169200
2015-11-09,27.159379959106445,27.43869963411548,27.042246456226405,27.24723051591238,135485600
2015-11-10,26.30339813232422,26.59623446722748,26.143465023397653,26.332682796964708,236511600
2015-11-11,26.154726028442383,26.44981367862618,25.951993333491004,26.21329363333577,180872000
2015-11-12,26.066875457763672,26.31465909867427,26.051107454758,26.188515074628896,130102400
2015-11-13,25.305498123168945,26.0330826571836,25.289730122423524,25.949736528338832,183249600
2015-11-16,25.719974517822266,25.733489456288183,25.00365356321389,25.0892510378034,152426800
2015-11-17,25.609603881835938,25.91595515426298,25.526257733787077,25.88667049000019,110467600
2015-11-18,26.420530319213867,26.46558126467842,26.01731799854749,26.07588560251814,186698800
2015-11-19,26.75616455078125,26.97466524569888,26.301143813878102,26.499370380292167,173183200
2015-11-20,26.87329864501953,27.01295760156964,26.77193144387025,26.850771454597467,137148400
2015-11-23,26.524150848388672,26.9701628035447,26.43179416913448,26.866542527791964,129930000
2015-11-24,26.77869033813477,26.884561951850607,26.382237200649325,26.42954120960213,171212800
2015-11-25,26.58721923828125,26.85753005013025,26.56244070423051,26.853023924711955,85553200
2015-11-27,26.53766250610352,26.672818773030528,26.490358500112396,26.64578717592846,52185600
2015-11-30,26.64804077148437,26.89807746428209,26.5241480971852,26.578209573886948,156721200
2015-12-01,26.43178939819336,26.76291913991268,26.323666453091068,26.749404201420703,139409600
2015-12-02,26.193016052246094,26.6052388578847,26.147965112009583,26.431789128949383,133546400
2015-12-03,25.949743270874023,26.307904693128734,25.72899120307998,26.253843207752347,166278000
2015-12-04,26.812477111816406,26.862034179405825,25.92946558311689,25.97001211854612,231108000
2015-12-07,26.64353370666504,26.9994419961202,26.53766210119315,26.80121544281288,128336800
2015-12-08,26.63227653503418,26.71562096536293,26.32367219633195,26.4723417079298,137238000
2015-12-09,26.044347763061523,26.51063206197819,25.9227081565724,26.499368467113477,185445600
2015-12-10,26.16824150085449,26.34169125617896,26.01957200058841,26.138958557103884,116850800
2015-12-11,25.49471664428711,25.99253693312649,25.420381044780573,25.94748599204673,187544800
2015-12-14,25.33703994750977,25.382090894484865,24.731094914768907,25.26946180846365,257274800
2015-12-15,24.88877868652344,25.409126310744124,24.85724267518688,25.215404116200272,213292400
2015-12-16,25.08023834228516,25.2266564645062,24.5080842278671,25.019419405852176,224954000
2015-12-17,24.548629760742188,25.285223029569607,24.548629760742188,25.233412907720027,179091200
2015-12-18,23.88412857055664,24.67027926987661,23.834571487641924,24.532873338045555,385813200
2015-12-21,24.17696189880371,24.185972432616467,23.78050700396045,24.165698301891865,190362400
2015-12-22,24.154438018798828,24.264814057773368,23.97873517572152,24.192731501094364,131157600
2015-12-23,24.46528625488281,24.519347726245357,24.147671458638616,24.163439459393658,130629600
2015-12-24,24.334640502929688,24.55314120884414,24.31661943637141,24.55314120884414,54281600
2015-12-28,24.06207656860352,24.2580517863807,23.917911483773185,24.23552459552697,106816800
2015-12-29,24.494571685791016,24.65000036517696,24.071086966298672,24.09361243844276,123724800
2015-12-30,24.174705505371094,24.48556114546116,24.143169500662683,24.45853126633016,100855200
2015-12-31,23.710678100585938,24.109384349789213,23.611563944781977,24.104879942063416,163649200
2016-01-04,23.73094367980957,23.735449804821453,22.976329287135,23.11373688408393,270597600
2016-01-05,23.13626480102539,23.843575267401853,23.068688385946427,23.821049795708863,223164000
2016-01-06,22.683494567871094,23.059676977036663,22.496531613200904,22.65195856498295,273829600
2016-01-07,21.72614860534668,22.555098693762694,21.72164419837296,22.2284750527924,324377600
2016-01-08,21.841026306152344,22.325331590067197,21.795975371241525,22.19918759745049,283192000
2016-01-11,22.19468688964844,22.31407344302432,21.92662912133272,22.293801032941666,198957600
2016-01-12,22.51680374145508,22.681242941827485,22.26451400290309,22.64970693933139,196616800
2016-01-13,21.93788719177246,22.793868697063598,21.91761478679566,22.597893522706244,249758400
2016-01-14,22.41769027709961,22.633939612925023,21.56621474715147,22.066288113904072,252680400
2016-01-15,21.879322052001957,22.00997218287025,21.480615908897956,21.66983191753492,319335600
2016-01-19,21.77345466613769,22.22171792530289,21.51215437447018,22.167656447868826,212350800
2016-01-20,21.802734375,22.11809609733299,21.043613866354963,21.422047589437927,289337600
2016-01-21,21.692359924316406,22.048266485215724,21.386008711417897,21.863554876137204,208646000
2016-01-22,22.845684051513672,22.85469458488389,22.158647638223638,22.217213527254792,263202000
2016-01-25,22.39967155456543,22.870460275096484,22.347861422573573,22.868207212335967,207178000
2016-01-26,22.52356338500977,22.72404301390903,22.09106812167091,22.51004844508774,300308000
2016-01-27,21.043611526489254,21.766689829401106,21.025590465826443,21.633788373824444,533478800
2016-01-28,21.194543838500977,21.29140493610256,20.81160557463448,21.1269674076571,222715200
2016-01-29,21.9266300201416,21.9266300201416,21.25310855531319,21.35222270266927,257666000
2016-02-01,21.72164726257324,21.784719280602797,21.48963160257156,21.73065779637512,163774000
2016-02-02,21.28239250183105,21.63379469450947,21.237339837011103,21.494134011442785,149428800
2016-02-03,21.703628540039062,21.814004583516876,21.19229315126392,21.39953029534824,183857200
2016-02-04,21.878013610839844,22.04334511840949,21.558677038559985,21.71041854260721,185886800
2016-02-05,21.293689727783203,21.950483334536827,21.218952497481062,21.85989081500036,185672400
2016-02-08,21.51790809631348,21.674178432256767,21.071741332145493,21.092123743304253,216085600
2016-02-09,21.51338005065918,21.72853754079699,21.273311297699493,21.35484440774409,177324800
2016-02-10,21.350318908691406,21.821398828125623,21.311817633098723,21.72401213062633,169374400
2016-02-11,21.22122001647949,21.452231070787203,20.96982654862582,21.24160415793437,200298800
2016-02-12,21.286895751953125,21.40240125843209,21.06494589171672,21.33219287601772,161405600
2016-02-16,21.887067794799805,21.934628475964203,21.42731281563544,21.520168889934943,196231600
2016-02-17,22.222265243530277,22.24264765726417,21.77609842299308,21.89386751190976,179452800
2016-02-18,21.801002502441406,22.396645297275697,21.76249952350119,22.385320586780065,156084000
2016-02-19,21.75118827819824,21.91425452104242,21.696833439886568,21.742128850494773,141496800
2016-02-22,21.94142723083496,21.94595780784725,21.724006187783868,21.812333432526223,137123200
2016-02-23,21.4454402923584,21.85536946725895,21.41373315882516,21.83272176157937,127770400
2016-02-24,21.7647762298584,21.82819049492388,21.13516070112382,21.28463866412884,145022800
2016-02-25,21.914247512817383,21.914247512817383,21.57226156999311,21.75344661030085,110330800
2016-02-26,21.94822120666504,22.199612916119857,21.873482243576703,22.01389901650893,115964400
2016-02-29,21.898393630981445,22.247173705330145,21.889334206307748,21.93689488991322,140865200
2016-03-01,22.7680778503418,22.822432670918456,22.063723559374896,22.11581481969612,201628400
2016-03-02,22.81791114807129,22.8496182809128,22.566517646321344,22.76355631004429,132678400
2016-03-03,22.987764358520508,23.03532504294773,22.74995920847582,22.7794027711512,147822800
2016-03-04,23.32975578308105,23.49735086204157,22.958327917325843,23.184808407562382,184220400
2016-03-07,23.07156753540039,23.28898859276928,22.865469465490182,23.189336626842675,143315600
2016-03-08,22.881317138671875,23.04664860976079,22.738635092486373,22.82469703223038,126247600
2016-03-09,22.90170288085937,23.005883676665537,22.709193123136984,22.944732989793422,108806800
2016-03-10,22.913028717041016,23.155362750632587,22.68201939810401,22.96738527389231,134054400
2016-03-11,23.15989112854004,23.16441997722652,22.987765504005957,23.155360551944863,109632800
2016-03-14,23.218774795532227,23.307103760030373,23.05117974763284,23.08062331176845,100304400
2016-03-15,23.68531990051269,23.82120779065,23.519988453441652,23.544901434889457,160270800
2016-03-16,24.00012969970703,24.07713221091589,23.68758562315513,23.692116199054723,153214000
2016-03-17,23.961633682250977,24.11337517779888,23.77138919477324,23.89821770115253,137682800
2016-03-18,23.98880958557129,24.12016866530108,23.82347981962583,24.08393096279268,176820800
2016-03-21,23.986543655395508,24.38061912774425,23.812152753142776,23.991072503807256,142010800
2016-03-22,24.170000076293945,24.29909389666317,23.828014025596502,23.83707345326038,129777600
2016-03-23,24.036376953125,24.249269194745885,23.984287401181103,24.11564651741141,102814000
2016-03-24,23.932188034057617,24.063547105898483,23.755533564710287,23.886892636551156,104532000
2016-03-28,23.8234806060791,24.04996107050679,23.79403703984186,24.006929229334705,77645600
2016-03-29,24.387413024902344,24.412326010693874,23.753267123150128,23.75553241128806,124760400
2016-03-30,24.81319808959961,25.007971419075243,24.59577706021236,24.607101774122537,182404400
2016-03-31,24.684104919433597,24.890202967996306,24.659191930532412,24.849436415967897,103553600
2016-04-01,24.91059112548828,24.91285641443144,24.505190800122524,24.63654991227864,103496000
2016-04-04,25.16651153564453,25.408845579897044,24.97400174550099,25.00797416305037,149424800
2016-04-05,24.86981964111328,25.078182984908835,24.781492396815462,24.80187653745049,106314800
2016-04-06,25.130273818969727,25.134804396192514,24.73166769090215,24.964944036425575,105616400
2016-04-07,24.582181930541992,25.007964445030883,24.48706058069473,24.9015183844316,127207600
2016-04-08,24.6093692779541,24.86076101588604,24.4983926009516,24.66598939678476,94326800
2016-04-11,24.690906524658203,25.051011464475867,24.647876399103254,24.679583534947664,117630000
2016-04-12,25.01250267028809,25.026090945019725,24.60936772610069,24.76337278081606,108929200
2016-04-13,25.374874114990234,25.44281722473084,25.09403879332925,25.09403879332925,133029200
2016-04-14,25.388458251953125,25.45413779019677,25.21406906468522,25.27974860292887,101895600
2016-04-15,24.878875732421875,25.43375384145752,24.85169918576304,25.390722005369543,187756000
2016-04-18,24.342121124267575,24.675045956179787,24.219821465889925,24.661457681218543,243286000
